miRNA,symbol,score
hsa-miR-5008-3p,FLRT3,54.6131
hsa-miR-584-5p,FLRT3,54.5537
hsa-miR-219a-2-3p,FLRT3,54.3641
hsa-miR-1252-5p,FLRT3,54.2348
hsa-miR-218-2-3p,FLRT3,54.0071
hsa-miR-758-5p,FLRT3,54.0071
hsa-miR-548e-5p,FLRT3,53.8653033612
hsa-miR-548ac,FLRT3,53.6189160768
hsa-miR-548bb-3p,FLRT3,53.6189160768
hsa-miR-548d-3p,FLRT3,53.6189160768
hsa-miR-548h-3p,FLRT3,53.6189160768
hsa-miR-548z,FLRT3,53.6189160768
hsa-miR-1825,FLRT3,53.5254
hsa-miR-557,FLRT3,53.4209
hsa-miR-4463,FLRT3,53.3605
hsa-miR-4666a-5p,FLRT3,53.0996
hsa-miR-622,FLRT3,52.9804
hsa-miR-513a-5p,FLRT3,52.8746
hsa-miR-218-5p,FLRT3,52.6766
hsa-miR-758-3p,FLRT3,52.54723834
hsa-miR-4325,FLRT3,52.522
hsa-miR-8067,FLRT3,52.5098
hsa-miR-153-5p,FLRT3,52.1516398614
hsa-miR-506-5p,FLRT3,51.918264125
hsa-miR-892c-5p,FLRT3,51.918264125
hsa-miR-378j,FLRT3,51.4265
hsa-miR-6783-5p,FLRT3,51.1539
hsa-miR-4753-3p,FLRT3,50.0
hsa-miR-10523-5p,GALNS,91.74311
hsa-miR-452-5p,GALNS,88.016
hsa-miR-4676-3p,GALNS,88.016
hsa-miR-892c-3p,GALNS,88.016
hsa-miR-212-5p,GALNS,87.8496
hsa-miR-4330,GALNS,87.3731
hsa-miR-6721-5p,GALNS,85.6745662866
hsa-miR-4649-5p,GALNS,84.3407445064
hsa-miR-6729-5p,GALNS,84.3407445064
hsa-miR-4469,GALNS,77.8439656385
hsa-miR-3138,GALNS,77.8312
hsa-miR-4649-3p,GALNS,75.5598180927631
hsa-miR-6778-3p,GALNS,69.845682899
hsa-miR-4640-5p,GALNS,63.4114
hsa-miR-122-3p,GALNS,61.3789
hsa-miR-4799-5p,GALNS,61.1166
hsa-miR-3171,GALNS,58.8163
hsa-miR-1207-5p,GALNS,58.7622206822
hsa-miR-7162-3p,GALNS,58.6242600314753
hsa-miR-4287,GALNS,57.7223
hsa-miR-4685-3p,GALNS,57.7223
hsa-miR-4726-5p,GALNS,56.9931
hsa-miR-4755-5p,GALNS,56.8053
hsa-miR-5006-3p,GALNS,56.8053
hsa-miR-204-3p,GALNS,55.5039
hsa-miR-764,GALNS,53.9986283812
hsa-miR-7113-3p,GALNS,53.5835
hsa-miR-7113-5p,GALNS,53.5338
hsa-miR-3197,GALNS,51.8582354615
hsa-miR-544b,GALNS,50.4152755888
hsa-miR-4646-5p,GALNS,50.0
hsa-miR-939-3p,GALNS,50.0
hsa-miR-936,ITPKC,96.66016
hsa-miR-6737-5p,ITPKC,93.92035
hsa-miR-6819-5p,ITPKC,93.92035
hsa-miR-6812-5p,ITPKC,92.39763
hsa-miR-9-5p,ITPKC,91.54821
hsa-miR-760,ITPKC,86.1709
hsa-miR-128-3p,ITPKC,86.1624
hsa-miR-216a-3p,ITPKC,86.1624
hsa-miR-3681-3p,ITPKC,82.8984
hsa-miR-7-5p,ITPKC,76.3084226408
hsa-miR-5572,ITPKC,68.8582
hsa-miR-4726-5p,ITPKC,68.810007232
hsa-miR-548q,ITPKC,68.6949
hsa-miR-4692,ITPKC,65.0021
hsa-miR-12122,ITPKC,63.0421472689
hsa-miR-4308,ITPKC,62.1320826305274
hsa-miR-4514,ITPKC,61.8284
hsa-miR-4640-5p,ITPKC,60.46012864
hsa-miR-10394-5p,ITPKC,60.0578876542584
hsa-miR-1205,ITPKC,60.0578876542584
hsa-miR-6773-3p,ITPKC,59.6411980360493
hsa-miR-10398-5p,ITPKC,58.5503
hsa-miR-6755-3p,ITPKC,58.4505
hsa-miR-6823-3p,ITPKC,57.1447333731
hsa-miR-10a-5p,ITPKC,56.0194778324
hsa-miR-10b-5p,ITPKC,56.0194778324
hsa-miR-940,ITPKC,55.9850013584
hsa-miR-6814-5p,ITPKC,55.8814
hsa-miR-6855-5p,ITPKC,55.7202
hsa-miR-199a-3p,ITPKC,55.5688
hsa-miR-199b-3p,ITPKC,55.5688
hsa-miR-3129-5p,ITPKC,55.5688
hsa-miR-891a-3p,ITPKC,55.2625
hsa-miR-6808-5p,ITPKC,55.1810030472
hsa-miR-6893-5p,ITPKC,55.1810030472
hsa-miR-7974,ITPKC,54.8937
hsa-miR-5692a,ITPKC,54.6389
hsa-miR-1227-5p,ITPKC,51.715251924
hsa-miR-6801-3p,ITPKC,51.1879
hsa-miR-6810-3p,ITPKC,51.1879
hsa-miR-2114-3p,ITPKC,50.9418588561
hsa-miR-10393-3p,ITPKC,50.0
hsa-miR-27a-3p,ITPKC,50.0
hsa-miR-27b-3p,ITPKC,50.0
hsa-miR-6801-5p,ITPKC,50.0
hsa-miR-9985,ITPKC,50.0
hsa-miR-4283,LNP1,90.72436
hsa-miR-6770-5p,LNP1,84.1924
hsa-miR-1827,LNP1,79.6716
hsa-miR-548aa,LNP1,79.3731
hsa-miR-548ap-3p,LNP1,79.3731
hsa-miR-548t-3p,LNP1,79.3731
hsa-miR-4530,LNP1,79.229
hsa-miR-4753-3p,LNP1,77.4269
hsa-miR-5572,LNP1,75.3086
hsa-miR-219a-1-3p,LNP1,65.4635
hsa-miR-4793-5p,LNP1,64.8338
hsa-miR-3154,LNP1,64.6724
hsa-miR-4437,LNP1,62.8993
hsa-miR-4426,LNP1,60.2282948091
hsa-miR-607,LNP1,59.5939
hsa-miR-548ac,LNP1,58.3972
hsa-miR-548bb-3p,LNP1,58.3972
hsa-miR-548d-3p,LNP1,58.3972
hsa-miR-548h-3p,LNP1,58.3972
hsa-miR-548z,LNP1,58.3972
hsa-miR-1305,LNP1,57.4111
hsa-miR-4482-3p,LNP1,56.0781
hsa-miR-4260,LNP1,55.8674
hsa-miR-1322,LNP1,53.7137
hsa-miR-127-5p,LNP1,51.7011
hsa-miR-4724-3p,LNP1,51.6856
hsa-miR-185-3p,LNP1,50.0
hsa-miR-4489,LNP1,50.0
hsa-miR-548an,LNP1,50.0
hsa-miR-216a-3p,MAPK14,93.3394757576
hsa-miR-4510,MAPK14,92.29534561
hsa-miR-6127,MAPK14,92.29534561
hsa-miR-6129,MAPK14,92.29534561
hsa-miR-6130,MAPK14,92.29534561
hsa-miR-6133,MAPK14,92.29534561
hsa-miR-6754-3p,MAPK14,90.7167722912
hsa-miR-412-3p,MAPK14,90.1205985408
hsa-miR-6826-3p,MAPK14,89.8634
hsa-miR-128-3p,MAPK14,89.6074327968
hsa-miR-19a-3p,MAPK14,89.251701164
hsa-miR-19b-3p,MAPK14,89.251701164
hsa-miR-22-3p,MAPK14,89.1909
hsa-miR-3681-3p,MAPK14,88.5428692779
hsa-miR-7854-3p,MAPK14,88.1060899135
hsa-miR-5582-5p,MAPK14,87.63
hsa-miR-552-5p,MAPK14,87.135991213
hsa-miR-629-3p,MAPK14,86.972156267
hsa-miR-155-3p,MAPK14,86.9489
hsa-miR-6873-3p,MAPK14,86.7307240967677
hsa-miR-6845-3p,MAPK14,86.6271688018
hsa-miR-124-5p,MAPK14,84.8241
hsa-miR-6791-3p,MAPK14,84.3968630927157
hsa-miR-6829-3p,MAPK14,84.3968630927157
hsa-miR-124-3p,MAPK14,84.341
hsa-miR-506-3p,MAPK14,84.341
hsa-miR-6804-3p,MAPK14,83.8958
hsa-miR-6501-3p,MAPK14,82.6993859396
hsa-miR-4786-3p,MAPK14,82.5636707647
hsa-miR-5192,MAPK14,81.2496077654
hsa-miR-340-5p,MAPK14,81.1949
hsa-miR-582-5p,MAPK14,80.7975
hsa-miR-190b-3p,MAPK14,80.6462
hsa-miR-489-3p,MAPK14,79.486419565
hsa-miR-6728-3p,MAPK14,79.437732378
hsa-miR-5582-3p,MAPK14,78.6242
hsa-miR-4710,MAPK14,78.4655273456
hsa-miR-27a-3p,MAPK14,78.2497321964
hsa-miR-27b-3p,MAPK14,78.2497321964
hsa-miR-9985,MAPK14,78.2497321964
hsa-miR-4251,MAPK14,78.1
hsa-miR-8485,MAPK14,76.5579318880507
hsa-miR-1245b-5p,MAPK14,76.403242745
hsa-miR-3142,MAPK14,76.403242745
hsa-miR-513a-5p,MAPK14,76.137861696
hsa-miR-1303,MAPK14,75.6896
hsa-miR-3130-3p,MAPK14,75.0359
hsa-miR-486-3p,MAPK14,74.3222
hsa-miR-1279,MAPK14,74.1194268204297
hsa-miR-766-3p,MAPK14,73.7556
hsa-miR-1258,MAPK14,73.7398
hsa-miR-498-3p,MAPK14,73.7331
hsa-miR-3136-3p,MAPK14,73.5199
hsa-miR-7155-3p,MAPK14,73.5199
hsa-miR-203b-3p,MAPK14,72.2259
hsa-miR-646,MAPK14,72.1069149207927
hsa-miR-3680-5p,MAPK14,71.8327
hsa-miR-12131,MAPK14,71.2135
hsa-miR-323a-3p,MAPK14,71.2132
hsa-miR-5681b,MAPK14,70.9937
hsa-miR-4291,MAPK14,70.7030703757721
hsa-miR-6773-3p,MAPK14,70.6473951232
hsa-miR-499a-3p,MAPK14,70.3306
hsa-miR-499b-3p,MAPK14,70.3306
hsa-miR-4713-5p,MAPK14,69.92704304
hsa-miR-3922-3p,MAPK14,69.3347
hsa-miR-346,MAPK14,68.407495077
hsa-miR-6867-3p,MAPK14,68.0693238996
hsa-miR-607,MAPK14,67.9021
hsa-miR-5590-5p,MAPK14,67.83385
hsa-miR-3934-3p,MAPK14,67.5871960416
hsa-miR-8064,MAPK14,67.358936224
hsa-miR-451b,MAPK14,66.8394
hsa-miR-3919,MAPK14,66.6498818655
hsa-miR-6882-3p,MAPK14,66.1712
hsa-miR-4640-5p,MAPK14,65.9015
hsa-miR-4772-3p,MAPK14,65.847
hsa-miR-518a-5p,MAPK14,65.7904
hsa-miR-527,MAPK14,65.7904
hsa-miR-6783-3p,MAPK14,65.6482
hsa-miR-3176,MAPK14,65.3096
hsa-miR-4679,MAPK14,65.3022
hsa-miR-12116,MAPK14,65.2101
hsa-miR-891a-3p,MAPK14,64.7572
hsa-miR-7856-5p,MAPK14,64.6115
hsa-miR-3913-3p,MAPK14,64.3936758063
hsa-miR-4793-3p,MAPK14,63.9651416248
hsa-miR-548aj-5p,MAPK14,63.4227327842177
hsa-miR-548f-5p,MAPK14,63.4227327842177
hsa-miR-548g-5p,MAPK14,63.4227327842177
hsa-miR-548x-5p,MAPK14,63.4227327842177
hsa-miR-338-5p,MAPK14,62.7222
hsa-miR-6810-5p,MAPK14,62.7064
hsa-miR-215-3p,MAPK14,62.558629424669
hsa-miR-421,MAPK14,62.2495035672
hsa-miR-7160-5p,MAPK14,62.0106769876
hsa-miR-4477b,MAPK14,61.619
hsa-miR-7154-5p,MAPK14,61.2714858988
hsa-miR-3126-5p,MAPK14,61.1402612374
hsa-miR-6875-5p,MAPK14,61.1402612374
hsa-miR-24-3p,MAPK14,60.8625
hsa-miR-3935,MAPK14,60.8398
hsa-miR-4726-5p,MAPK14,60.1924
hsa-miR-4654,MAPK14,59.94183639
hsa-miR-4306,MAPK14,59.5997
hsa-miR-510-3p,MAPK14,59.586
hsa-miR-3622b-5p,MAPK14,59.344
hsa-miR-7110-5p,MAPK14,59.133
hsa-miR-589-5p,MAPK14,58.8358
hsa-miR-6734-3p,MAPK14,58.7820141568
hsa-miR-7162-3p,MAPK14,58.7204
hsa-miR-3200-5p,MAPK14,58.3614
hsa-miR-4769-5p,MAPK14,58.36098094
hsa-miR-3918,MAPK14,57.9311
hsa-miR-6719-3p,MAPK14,57.2094
hsa-miR-4433b-3p,MAPK14,56.7980706217
hsa-miR-6837-3p,MAPK14,56.673557443
hsa-miR-4768-3p,MAPK14,56.1896507128
hsa-miR-3714,MAPK14,55.9295
hsa-miR-3910,MAPK14,55.9295
hsa-miR-1343-3p,MAPK14,55.5913
hsa-miR-4531,MAPK14,55.4373
hsa-miR-3691-5p,MAPK14,55.3489
hsa-miR-6834-5p,MAPK14,55.3199287467
hsa-miR-589-3p,MAPK14,55.0083512777
hsa-miR-539-5p,MAPK14,54.9759612599117
hsa-miR-765,MAPK14,54.8531
hsa-miR-889-5p,MAPK14,54.6661
hsa-miR-2278,MAPK14,54.6424232689
hsa-miR-6832-3p,MAPK14,54.6247
hsa-miR-6842-5p,MAPK14,54.145
hsa-miR-764,MAPK14,54.0554
hsa-miR-4319,MAPK14,54.0337
hsa-miR-7159-5p,MAPK14,53.795
hsa-miR-1270,MAPK14,53.7634
hsa-miR-620,MAPK14,53.7634
hsa-miR-6887-3p,MAPK14,53.4325
hsa-miR-4685-5p,MAPK14,53.1208
hsa-miR-6837-5p,MAPK14,53.1208
hsa-miR-4773,MAPK14,53.062932928
hsa-miR-6768-5p,MAPK14,52.8405
hsa-miR-670-3p,MAPK14,52.7565
hsa-miR-6128,MAPK14,52.6762
hsa-miR-892c-5p,MAPK14,52.3394
hsa-miR-6833-3p,MAPK14,52.1767927686596
hsa-miR-3679-5p,MAPK14,52.0626300965
hsa-miR-4795-5p,MAPK14,51.9175
hsa-miR-145-3p,MAPK14,51.6193
hsa-miR-6134,MAPK14,51.4525
hsa-miR-6795-3p,MAPK14,51.1599
hsa-miR-185-5p,MAPK14,50.8911
hsa-miR-4644,MAPK14,50.8911
hsa-miR-4288,MAPK14,50.2991501596
hsa-miR-545-3p,MAPK14,50.1138253048453
hsa-miR-5692b,MAPK14,50.056696345745
hsa-miR-5692c,MAPK14,50.056696345745
hsa-miR-320e,MAPK14,50.0
hsa-miR-4326,MAPK14,50.0
hsa-miR-874-5p,MAPK14,50.0
hsa-miR-5011-5p,MEGF11,99.9073105111439
hsa-miR-539-5p,MEGF11,98.8329877994
hsa-let-7c-3p,MEGF11,98.6258797131266
hsa-miR-3942-3p,MEGF11,96.8963176179459
hsa-miR-9983-3p,MEGF11,96.803841688225
hsa-miR-129-5p,MEGF11,96.5457759858484
hsa-miR-6740-3p,MEGF11,96.439681708389
hsa-miR-493-5p,MEGF11,94.8481423256076
hsa-let-7a-2-3p,MEGF11,94.0309834201913
hsa-let-7g-3p,MEGF11,94.0309834201913
hsa-miR-190a-3p,MEGF11,93.8231606030088
hsa-miR-5696,MEGF11,92.9935634100761
hsa-miR-4685-5p,MEGF11,92.66319
hsa-miR-6837-5p,MEGF11,92.66319
hsa-miR-4679,MEGF11,91.97118
hsa-miR-12136,MEGF11,91.9285802933423
hsa-miR-4307,MEGF11,90.8775080464
hsa-miR-5702,MEGF11,90.0078976945
hsa-miR-128-3p,MEGF11,89.7505
hsa-miR-216a-3p,MEGF11,89.7505
hsa-miR-3681-3p,MEGF11,89.7505
hsa-miR-579-3p,MEGF11,89.5237830746241
hsa-miR-664b-3p,MEGF11,89.5237830746241
hsa-miR-580-3p,MEGF11,89.4430250092
hsa-miR-6881-3p,MEGF11,89.4354357563793
hsa-miR-548c-3p,MEGF11,89.2656
hsa-miR-5580-3p,MEGF11,89.0860320736403
hsa-miR-4762-3p,MEGF11,88.231985065
hsa-miR-4765,MEGF11,87.9924621206
hsa-miR-6805-5p,MEGF11,86.1822
hsa-miR-548n,MEGF11,86.088344924
hsa-miR-10399-5p,MEGF11,83.8776592809514
hsa-miR-6504-3p,MEGF11,83.8776592809514
hsa-miR-4775,MEGF11,83.6450935552
hsa-miR-182-5p,MEGF11,83.3511
hsa-miR-576-5p,MEGF11,83.3044269925
hsa-miR-4778-3p,MEGF11,83.035207952
hsa-miR-5683,MEGF11,82.1714
hsa-miR-8070,MEGF11,81.9015273479
hsa-miR-548l,MEGF11,81.7971512323264
hsa-miR-6516-3p,MEGF11,81.5964712777
hsa-miR-8075,MEGF11,81.3750436164
hsa-miR-4687-3p,MEGF11,80.9321
hsa-miR-1288-3p,MEGF11,80.6415423248
hsa-miR-3152-5p,MEGF11,79.6578
hsa-miR-4774-3p,MEGF11,79.6578
hsa-miR-1277-5p,MEGF11,79.5454
hsa-miR-4470,MEGF11,78.716
hsa-miR-3185,MEGF11,78.538889572
hsa-miR-502-5p,MEGF11,78.5105560926529
hsa-miR-6879-3p,MEGF11,78.4339467364
hsa-miR-2909,MEGF11,78.3895
hsa-miR-3059-5p,MEGF11,78.121022389
hsa-miR-33a-3p,MEGF11,77.5667
hsa-miR-4262,MEGF11,75.9135
hsa-miR-510-3p,MEGF11,75.0724
hsa-miR-7157-5p,MEGF11,74.9632
hsa-miR-6780a-3p,MEGF11,74.8620986277297
hsa-miR-7162-3p,MEGF11,74.6758
hsa-miR-4499,MEGF11,73.5603
hsa-miR-4310,MEGF11,72.7046
hsa-miR-6867-5p,MEGF11,72.6551828078621
hsa-miR-4511,MEGF11,72.5572299988
hsa-miR-4478,MEGF11,72.53
hsa-miR-764,MEGF11,72.4532604238
hsa-miR-4474-5p,MEGF11,72.4048
hsa-miR-4802-3p,MEGF11,72.0233
hsa-miR-3978,MEGF11,71.94970621
hsa-miR-7851-3p,MEGF11,71.737
hsa-miR-125a-3p,MEGF11,71.7341075316979
hsa-miR-4476,MEGF11,70.9087
hsa-miR-6876-5p,MEGF11,70.9087
hsa-miR-3934-5p,MEGF11,70.1080465625
hsa-miR-7111-3p,MEGF11,70.088811315
hsa-miR-1206,MEGF11,69.9690298528
hsa-miR-1244,MEGF11,69.9519
hsa-miR-298,MEGF11,69.6216
hsa-miR-6748-5p,MEGF11,69.6093
hsa-miR-4699-3p,MEGF11,69.5224677408
hsa-miR-181a-5p,MEGF11,69.4229
hsa-miR-181b-5p,MEGF11,69.4229
hsa-miR-181c-5p,MEGF11,69.4229
hsa-miR-181d-5p,MEGF11,69.4229
hsa-miR-4793-3p,MEGF11,69.3110760567
hsa-miR-6854-5p,MEGF11,69.300702771
hsa-miR-203a-3p,MEGF11,69.2372
hsa-miR-4755-3p,MEGF11,69.0412
hsa-miR-3074-3p,MEGF11,68.6662
hsa-miR-4464,MEGF11,68.5009523140584
hsa-miR-4748,MEGF11,68.5009523140584
hsa-miR-4789-3p,MEGF11,68.0969
hsa-miR-10522-5p,MEGF11,67.9551
hsa-miR-3929,MEGF11,66.9047
hsa-miR-12129,MEGF11,66.2276535398
hsa-miR-7113-5p,MEGF11,66.1556
hsa-miR-4279,MEGF11,66.083599573
hsa-miR-185-3p,MEGF11,65.8444
hsa-miR-4481,MEGF11,65.2528
hsa-miR-3119,MEGF11,65.1783
hsa-miR-758-3p,MEGF11,64.9657
hsa-miR-759,MEGF11,64.922
hsa-miR-4633-5p,MEGF11,64.8508
hsa-miR-486-5p,MEGF11,64.2163721167
hsa-miR-4753-3p,MEGF11,64.0395
hsa-miR-224-5p,MEGF11,63.3779
hsa-miR-1262,MEGF11,63.2119
hsa-miR-4701-3p,MEGF11,63.2119
hsa-miR-6736-5p,MEGF11,63.2119
hsa-miR-7152-5p,MEGF11,62.6163145345
hsa-miR-4729,MEGF11,62.6121892550697
hsa-miR-491-3p,MEGF11,62.5692
hsa-miR-624-3p,MEGF11,62.1906
hsa-miR-1468-3p,MEGF11,62.1148
hsa-miR-5006-5p,MEGF11,61.9015
hsa-miR-4762-5p,MEGF11,61.8311
hsa-miR-466,MEGF11,61.7172
hsa-miR-874-3p,MEGF11,61.381933849
hsa-miR-1236-5p,MEGF11,61.2483644288
hsa-miR-124-5p,MEGF11,60.8748825119
hsa-miR-3686,MEGF11,60.807
hsa-miR-2054,MEGF11,60.7835558741812
hsa-miR-153-5p,MEGF11,60.762
hsa-miR-7976,MEGF11,60.1468
hsa-miR-559,MEGF11,59.7382645367305
hsa-miR-1250-3p,MEGF11,59.6974
hsa-miR-4282,MEGF11,59.56775
hsa-miR-2276-3p,MEGF11,59.4157
hsa-miR-548y,MEGF11,59.2945884078429
hsa-miR-4747-5p,MEGF11,59.1802541146
hsa-miR-5196-5p,MEGF11,59.1802541146
hsa-miR-5700,MEGF11,58.9862
hsa-miR-137-3p,MEGF11,58.6263310399
hsa-miR-2117,MEGF11,58.4619
hsa-miR-892b,MEGF11,58.3372
hsa-miR-320a-3p,MEGF11,58.2584
hsa-miR-320b,MEGF11,58.2584
hsa-miR-320c,MEGF11,58.2584
hsa-miR-320d,MEGF11,58.2584
hsa-miR-4429,MEGF11,58.2584
hsa-miR-6783-5p,MEGF11,58.2432
hsa-miR-590-3p,MEGF11,58.0036344768
hsa-miR-548aq-5p,MEGF11,57.614595123251
hsa-miR-1915-5p,MEGF11,57.4886980864
hsa-miR-6841-3p,MEGF11,57.4886980864
hsa-miR-513c-5p,MEGF11,57.4459
hsa-miR-514b-5p,MEGF11,57.4459
hsa-miR-6083,MEGF11,57.4418
hsa-miR-1260a,MEGF11,57.304035829
hsa-miR-1260b,MEGF11,57.304035829
hsa-miR-4260,MEGF11,57.1027
hsa-miR-5571-3p,MEGF11,57.0744593849
hsa-miR-3116,MEGF11,55.1846
hsa-miR-661,MEGF11,55.1846
hsa-miR-656-3p,MEGF11,55.0561
hsa-miR-9718,MEGF11,54.83163064784
hsa-miR-593-3p,MEGF11,54.6603
hsa-miR-619-5p,MEGF11,54.629418856
hsa-miR-6506-5p,MEGF11,54.629418856
hsa-miR-6823-3p,MEGF11,54.3851
hsa-miR-6728-3p,MEGF11,54.2517
hsa-miR-6892-5p,MEGF11,54.2319
hsa-miR-548a-5p,MEGF11,54.0778183770004
hsa-miR-548ab,MEGF11,54.0778183770004
hsa-miR-548ad-5p,MEGF11,54.0778183770004
hsa-miR-548ae-5p,MEGF11,54.0778183770004
hsa-miR-548ak,MEGF11,54.0778183770004
hsa-miR-548am-5p,MEGF11,54.0778183770004
hsa-miR-548ap-5p,MEGF11,54.0778183770004
hsa-miR-548ar-5p,MEGF11,54.0778183770004
hsa-miR-548as-5p,MEGF11,54.0778183770004
hsa-miR-548au-5p,MEGF11,54.0778183770004
hsa-miR-548ay-5p,MEGF11,54.0778183770004
hsa-miR-548b-5p,MEGF11,54.0778183770004
hsa-miR-548bb-5p,MEGF11,54.0778183770004
hsa-miR-548c-5p,MEGF11,54.0778183770004
hsa-miR-548d-5p,MEGF11,54.0778183770004
hsa-miR-548h-5p,MEGF11,54.0778183770004
hsa-miR-548i,MEGF11,54.0778183770004
hsa-miR-548j-5p,MEGF11,54.0778183770004
hsa-miR-548o-5p,MEGF11,54.0778183770004
hsa-miR-548w,MEGF11,54.0778183770004
hsa-miR-6516-5p,MEGF11,53.992
hsa-miR-4662a-3p,MEGF11,53.7561
hsa-miR-1238-5p,MEGF11,53.5729868736012
hsa-miR-4758-5p,MEGF11,53.5729868736012
hsa-miR-3977,MEGF11,53.3267
hsa-miR-153-3p,MEGF11,53.1411
hsa-miR-4666a-5p,MEGF11,52.8047255719384
hsa-miR-877-3p,MEGF11,52.43737954
hsa-miR-376a-3p,MEGF11,52.305010868
hsa-miR-376b-3p,MEGF11,52.305010868
hsa-miR-132-3p,MEGF11,52.1264152024
hsa-miR-212-3p,MEGF11,52.1264152024
hsa-miR-520d-5p,MEGF11,51.9911
hsa-miR-524-5p,MEGF11,51.9911
hsa-miR-4732-5p,MEGF11,51.8775966472
hsa-miR-10395-5p,MEGF11,51.4388986201
hsa-miR-18a-3p,MEGF11,50.725585153
hsa-miR-545-5p,MEGF11,50.5429940848
hsa-miR-628-5p,MEGF11,50.0737894391828
hsa-miR-2114-3p,MEGF11,50.0
hsa-miR-3182,MEGF11,50.0
hsa-miR-6782-3p,MEGF11,50.0
hsa-miR-9500,MEGF11,50.0
hsa-miR-4656,NPY,94.45499
hsa-miR-1587,NPY,92.51494
hsa-miR-3620-5p,NPY,92.51494
hsa-let-7a-3p,NPY,91.88601
hsa-let-7b-3p,NPY,91.88601
hsa-let-7f-1-3p,NPY,91.88601
hsa-miR-98-3p,NPY,91.88601
hsa-miR-4666a-3p,NPY,89.4752
hsa-miR-5011-5p,NPY,84.991
hsa-miR-300,NPY,84.5081
hsa-miR-381-3p,NPY,84.5081
hsa-miR-33a-5p,NPY,81.0148
hsa-miR-33b-5p,NPY,81.0148
hsa-miR-2392,NPY,80.8165
hsa-miR-8485,NPY,78.1868
hsa-miR-4492,NPY,71.8606
hsa-miR-10523-5p,NPY,68.251
hsa-miR-6745,NPY,67.0778
hsa-miR-4498,NPY,62.299
hsa-miR-6829-5p,NPY,62.299
hsa-miR-363-5p,NPY,61.2464
hsa-miR-651-3p,NPY,61.0426
hsa-miR-4675,NPY,57.6158
hsa-miR-4741,NPY,57.6158
hsa-miR-5001-5p,NPY,57.6158
hsa-miR-762,NPY,57.6158
hsa-miR-6768-3p,NPY,57.2426
hsa-miR-586,NPY,54.474
hsa-miR-4291,NPY,52.6153
hsa-miR-142-3p,PTPN23,93.60784
hsa-miR-143-3p,PTPN23,88.6835
hsa-miR-4770,PTPN23,88.6835
hsa-miR-6073,PTPN23,86.1776
hsa-miR-4253,PTPN23,85.6882
hsa-miR-6862-5p,PTPN23,85.6882
hsa-miR-6088,PTPN23,82.9159
hsa-miR-3682-3p,PTPN23,82.4608679705
hsa-miR-541-3p,PTPN23,81.6545
hsa-miR-654-5p,PTPN23,81.6545
hsa-miR-3714,PTPN23,70.9906
hsa-miR-3160-3p,PTPN23,69.7189
hsa-miR-6816-3p,PTPN23,66.8927
hsa-miR-6721-5p,PTPN23,63.0997
hsa-miR-6871-5p,PTPN23,59.6265
hsa-miR-4708-5p,PTPN23,57.5964
hsa-miR-1272,PTPN23,56.671998322
hsa-miR-4296,PTPN23,53.8879
hsa-miR-4795-3p,PTPN23,51.947
hsa-miR-1293,PTPN23,51.7373
hsa-miR-4483,PTPN23,51.7373
hsa-miR-3945,PTPN23,51.3079
hsa-miR-10401-5p,PTPN23,50.0
hsa-miR-922,PTPN23,50.0
hsa-miR-4436b-3p,RNF19B,91.00245
hsa-miR-4632-5p,RNF19B,91.00245
hsa-miR-6735-5p,RNF19B,91.00245
hsa-miR-6879-5p,RNF19B,91.00245
hsa-miR-7843-5p,RNF19B,91.00245
hsa-miR-4490,RNF19B,90.58872
hsa-miR-3148,RNF19B,88.309
hsa-miR-3941,RNF19B,86.7685
hsa-miR-4778-3p,RNF19B,86.4854427307
hsa-miR-219b-5p,RNF19B,85.4066347418
hsa-miR-876-5p,RNF19B,85.381
hsa-miR-8485,RNF19B,85.1306
hsa-miR-587,RNF19B,82.0467
hsa-miR-1179,RNF19B,81.4763
hsa-miR-3167,RNF19B,81.2617
hsa-miR-6830-3p,RNF19B,80.1222
hsa-miR-548a-3p,RNF19B,79.7168
hsa-miR-548az-3p,RNF19B,79.7168
hsa-miR-548bc,RNF19B,79.7168
hsa-miR-548e-3p,RNF19B,79.7168
hsa-miR-548f-3p,RNF19B,79.7168
hsa-miR-4292,RNF19B,79.6158
hsa-miR-6791-5p,RNF19B,79.6158
hsa-miR-877-3p,RNF19B,78.5702
hsa-miR-648,RNF19B,78.5238
hsa-miR-4711-3p,RNF19B,76.6198
hsa-miR-589-3p,RNF19B,76.5185
hsa-miR-329-3p,RNF19B,75.9681428416
hsa-miR-362-3p,RNF19B,75.9681428416
hsa-miR-149-3p,RNF19B,75.2890299136613
hsa-miR-4728-5p,RNF19B,75.2890299136613
hsa-miR-6785-5p,RNF19B,75.2890299136613
hsa-miR-6883-5p,RNF19B,75.2890299136613
hsa-miR-514a-3p,RNF19B,74.4437
hsa-miR-514b-3p,RNF19B,74.4437
hsa-miR-5003-3p,RNF19B,73.6922
hsa-miR-513a-5p,RNF19B,73.6661
hsa-miR-1228-3p,RNF19B,68.8027
hsa-miR-635,RNF19B,68.778279418
hsa-miR-6774-5p,RNF19B,68.778279418
hsa-miR-1226-3p,RNF19B,68.4936
hsa-miR-4445-3p,RNF19B,67.0665
hsa-miR-548al,RNF19B,67.0665
hsa-miR-6814-5p,RNF19B,66.4425
hsa-miR-5580-3p,RNF19B,66.4043
hsa-miR-603,RNF19B,66.0208
hsa-miR-183-3p,RNF19B,65.8787
