symbol,chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,tag,exh,max_evals,drug_lc,pref_name,mw,logp,tpsa,hbd,hba,rotb,charge,n_torsions,drh_phase,drh_moa,drh_indication,pain_prior,atc,neg_aff,pct_in_target,n_ligands_target,z_in_target
MAPK14,CHEMBL3989571,-6.254,3,0.0,0.0,5.0,0,,_selftest,1,0,spectinomycin hydrochloride,SPECTINOMYCIN HYDROCHLORIDE,332.4,-2.93,129.5,5.0,9.0,2.0,0.0,10.0,,,,False,,6.254,24.0,400,-0.6890372062350204
MAPK14,CHEMBL1200659,-6.574,3,0.0,0.0,5.0,0,,_selftest,1,0,enalapril maleate,ENALAPRIL MALEATE,376.5,1.6,95.9,2.0,5.0,9.0,0.0,24.0,,,,False,,6.574,33.375,400,-0.42358179987143363
MAPK14,CHEMBL5095401,-5.614,3,0.0,0.0,5.0,0,,_selftest,1,0,iptacopan hydrochloride,IPTACOPAN HYDROCHLORIDE,422.5,4.93,74.8,2.0,4.0,7.0,0.0,16.0,,,,False,,5.614,11.0,400,-1.2199480189621932
MAPK14,CHEMBL1200374,-7.335,3,0.0,0.0,5.0,0,,_selftest,1,0,exemestane,EXEMESTANE,296.4,4.03,34.1,0.0,2.0,0.0,0.0,0.0,Launched,aromatase inhibitor,breast cancer,False,L02BG06,7.335,56.00000000000001,400,0.20770433838697075
MAPK14,CHEMBL1200885,-7.413,3,0.0,0.0,5.0,0,,_selftest,1,0,alosetron hydrochloride,ALOSETRON HYDROCHLORIDE,294.4,2.41,53.9,1.0,2.0,2.0,0.0,4.0,,,,False,,7.413,60.5,400,0.2724090936880952
MAPK14,CHEMBL16073,-8.464,3,0.0,0.0,5.0,0,,_selftest,1,0,phenacetin,PHENACETIN,179.2,2.04,38.3,1.0,2.0,3.0,0.0,6.0,Withdrawn,cyclooxygenase inhibitor,,False,N02BE53;N02BE03;N02BE73,8.464,87.0,400,1.1442641939634999
MAPK14,CHEMBL3989949,-6.491,3,0.0,0.0,5.0,0,,_selftest,1,0,cenobamate,CENOBAMATE,267.7,1.16,95.9,1.0,5.0,4.0,0.0,10.0,Launched,GABA receptor modulator|voltage-gated sodium channel blocker,,False,N03AX25,6.491,31.5,400,-0.492434295896989
MAPK14,CHEMBL2110774,-6.601,3,0.0,0.0,5.0,0,,_selftest,1,0,chlorphenoxamine,CHLORPHENOXAMINE,303.8,4.18,12.5,0.0,2.0,6.0,0.0,12.0,Preclinical,histamine receptor antagonist,,False,R06AA06;D04AA34;R06AA56,6.601,34.5,400,-0.4011839999595059
MAPK14,CHEMBL1380,-6.971,3,0.0,0.0,5.0,0,,_selftest,1,0,abacavir,ABACAVIR,286.3,1.09,101.9,3.0,6.0,4.0,0.0,12.0,Launched,nucleoside reverse transcriptase inhibitor,human immunodeficiency virus (HIV-1),False,J05AF06,6.971,45.5,400,-0.09425118635160885
MAPK14,CHEMBL4594395,-4.967,3,0.0,0.0,5.0,0,,_selftest,1,0,potassium oxybate,POTASSIUM OXYBATE,103.1,-1.49,60.4,1.0,3.0,3.0,-1.0,8.0,,,,False,,4.967,5.25,400,-1.75666566870357
MAPK14,CHEMBL2023895,-6.577,3,0.0,0.0,5.0,0,,_selftest,1,0,hydroxystilbamidine isethionate,HYDROXYSTILBAMIDINE ISETHIONATE,280.3,2.13,120.0,5.0,3.0,4.0,0.0,10.0,,,,False,,6.577,33.75,400,-0.4210931554367749
MAPK14,CHEMBL4594287,-6.662,3,0.0,0.0,5.0,0,,_selftest,1,0,ensifentrine,ENSIFENTRINE,477.6,2.72,112.9,2.0,5.0,6.0,0.0,12.0,,,,False,,6.662,36.0,400,-0.3505815631214472
MAPK14,CHEMBL499915,-6.163,3,0.0,0.0,5.0,0,,_selftest,1,0,carbenoxolone,CARBENOXOLONE,570.8,6.83,118.0,2.0,5.0,5.0,0.0,16.0,Launched,11-beta hydroxysteroid dehydrogenase inhibitor,peptic ulcer disease (PUD)|mouth inflammation,False,A02BX51;A02BX01;A02BX71,6.163,21.0,400,-0.7645260874196648
MAPK14,CHEMBL189,-6.533,3,0.0,0.0,5.0,0,,_selftest,1,0,milrinone,MILRINONE,211.2,1.62,69.5,1.0,3.0,1.0,0.0,2.0,Launched,phosphodiesterase inhibitor,congestive heart failure,False,C01CE02,6.533,32.5,400,-0.45759327381176773
MAPK14,CHEMBL291657,-6.821,3,0.0,0.0,5.0,0,,_selftest,1,0,crinecerfont,CRINECERFONT,483.1,7.52,25.4,0.0,4.0,8.0,0.0,16.0,,,,False,,6.821,41.125,400,-0.21868340808454034
MAPK14,CHEMBL1691,-7.085,3,0.0,0.0,5.0,0,,_selftest,1,0,betaxolol hydrochloride,BETAXOLOL HYDROCHLORIDE,307.4,2.39,50.7,2.0,4.0,11.0,0.0,24.0,,,,False,,7.085,50.24999999999999,400,0.0003173021654187508
MAPK14,CHEMBL1201134,-8.149,3,0.0,0.0,5.0,0,,_selftest,1,0,lubiprostone,LUBIPROSTONE,390.5,4.31,83.8,2.0,4.0,11.0,0.0,26.0,Launched,chloride channel activator,constipation|irritable bowel syndrome,False,A06AX03,8.149,81.0,400,0.8829565283243433
MAPK14,CHEMBL1200922,-5.671,3,0.0,0.0,5.0,0,,_selftest,1,0,mebutamate,MEBUTAMATE,232.3,1.23,104.6,2.0,4.0,6.0,0.0,16.0,,,,False,N05BC04,5.671,12.5,400,-1.172663774703679
MAPK14,CHEMBL1201177,-8.696,3,0.0,0.0,5.0,0,,_selftest,1,0,levobunolol hydrochloride,LEVOBUNOLOL HYDROCHLORIDE,291.4,2.33,58.6,2.0,4.0,5.0,0.0,14.0,,,,False,,8.696,90.25,400,1.3367193635770995
MAPK14,CHEMBL1100,-7.962,3,0.0,0.0,5.0,0,,_selftest,1,0,paramethadione,PARAMETHADIONE,157.2,0.76,46.6,0.0,3.0,1.0,0.0,2.0,Launched,anticonvulsant,seizures,False,N03AC01,7.962,76.25,400,0.7278310252306229
MAPK14,CHEMBL1201019,-7.74,3,0.0,0.0,5.0,0,,_selftest,1,0,ceftizoxime sodium,CEFTIZOXIME SODIUM,382.4,-1.89,150.0,2.0,10.0,5.0,-1.0,12.0,,,,False,,7.74,71.25,400,0.5436713370658852
MAPK14,CHEMBL1200331,-7.053,3,0.0,0.0,5.0,0,,_selftest,1,0,fosfomycin tromethamine,FOSFOMYCIN TROMETHAMINE,121.1,-2.34,86.7,4.0,4.0,3.0,0.0,14.0,,,,False,,7.053,48.75,400,-0.026228238470939927
MAPK14,CHEMBL1201319,-6.16,3,0.0,0.0,5.0,0,,_selftest,1,0,metaraminol,METARAMINOL,167.2,0.77,66.5,3.0,3.0,2.0,0.0,10.0,Launched,adrenergic receptor agonist,hypotension,False,C01CA09,6.16,20.75,400,-0.7670147318543235
MAPK14,CHEMBL853,-6.638,3,0.0,0.0,5.0,0,,_selftest,1,0,zalcitabine,ZALCITABINE,211.2,-0.5,90.4,2.0,5.0,2.0,0.0,6.0,Launched,nucleoside reverse transcriptase inhibitor,human immunodeficiency virus (HIV-1),False,J05AF03,6.638,35.25,400,-0.37049071859871624
MAPK14,CHEMBL12,-9.233,3,0.0,0.0,5.0,0,,_selftest,1,0,diazepam,DIAZEPAM,284.7,3.15,32.7,0.0,2.0,1.0,0.0,10.0,,,,True,N05BA01,9.233,97.0,400,1.782186717380994
MAPK14,CHEMBL1200473,-6.703,3,0.0,0.0,5.0,0,,_selftest,1,0,cyclopentolate hydrochloride,CYCLOPENTOLATE HYDROCHLORIDE,291.4,2.18,49.8,1.0,4.0,6.0,0.0,16.0,,,,False,,6.703,37.625,400,-0.3165700891811124
MAPK14,CHEMBL471737,-6.38,3,0.0,0.0,5.0,0,,_selftest,1,0,ivabradine,IVABRADINE,468.6,3.31,60.5,0.0,6.0,10.0,0.0,30.0,Launched,HCN channel blocker|potassium channel blocker|sodium channel blocker,angina pectoris,False,C01EB17,6.38,27.750000000000004,400,-0.5845141399793579
MAPK14,CHEMBL135,-5.323,3,0.0,0.0,5.0,0,,_selftest,1,0,estradiol,ESTRADIOL,272.4,3.61,40.5,2.0,2.0,0.0,0.0,4.0,Launched,estrogen receptor agonist,contraceptive,False,G03CA03,5.323,8.5,400,-1.4613465291240793
MAPK14,CHEMBL4297088,-7.24,3,0.0,0.0,5.0,0,,_selftest,1,0,chlorhexidine gluconate,CHLORHEXIDINE GLUCONATE,505.5,4.18,167.6,10.0,4.0,9.0,0.0,18.0,,,,False,,7.24,54.25,400,0.1288972646227812
MAPK14,CHEMBL1200908,-7.974,3,0.0,0.0,5.0,0,,_selftest,1,0,halobetasol propionate,HALOBETASOL PROPIONATE,485.0,4.05,80.7,1.0,5.0,4.0,0.0,12.0,,,,False,D07AC21,7.974,77.0,400,0.7377856029692578
MAPK14,CHEMBL1200934,-6.839,3,0.0,0.0,5.0,0,,_selftest,1,0,norgestimate,NORGESTIMATE,369.5,4.71,58.9,1.0,4.0,2.0,0.0,8.0,Launched,progesterone receptor agonist,contraceptive,False,,6.839,41.5,400,-0.20375154147658803
MAPK14,CHEMBL2105566,-8.039,3,0.0,0.0,5.0,0,,_selftest,1,0,fenproporex,FENPROPOREX,188.3,2.12,35.8,1.0,2.0,5.0,0.0,10.0,,,,False,,8.039,79.25,400,0.7917062323868609
MAPK14,CHEMBL19449,-9.065,3,0.0,0.0,5.0,0,,_selftest,1,0,ibudilast,IBUDILAST,230.3,3.3,34.4,0.0,2.0,3.0,0.0,6.0,Launched,leukotriene receptor antagonist|phosphodiesterase inhibitor,asthma|stroke,False,R03DC04,9.065,95.375,400,1.64282262904011
MAPK14,CHEMBL588,-7.376,3,0.0,0.0,5.0,0,,_selftest,1,0,fenoldopam,FENOLDOPAM,305.8,2.73,72.7,4.0,4.0,1.0,0.0,18.0,Launched,dopamine receptor agonist,hypertension,False,C01CA19,7.376,57.75,400,0.24171581232730557
MAPK14,CHEMBL159,-7.371,3,0.0,0.0,5.0,0,,_selftest,1,0,vinblastine,VINBLASTINE,811.0,3.99,154.1,3.0,12.0,7.0,0.0,34.0,Launched,microtubule inhibitor|tubulin polymerization inhibitor,Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma,False,L01CA01,7.371,57.25,400,0.23756807160287463
MAPK14,CHEMBL1200406,-8.659,3,0.0,0.0,5.0,0,,_selftest,1,0,dimenhydrinate,DIMENHYDRINATE,255.4,3.35,12.5,0.0,2.0,6.0,0.0,12.0,Launched,histamine receptor antagonist,motion sickness|nausea|vomiting,False,R06AA11,8.659,90.0,400,1.3060260822163108
MAPK14,CHEMBL409,-7.636,3,0.0,0.0,5.0,0,,_selftest,1,0,bicalutamide,BICALUTAMIDE,430.4,2.88,107.3,2.0,5.0,5.0,0.0,14.0,Launched,androgen receptor antagonist,prostate cancer,False,L02BB03,7.636,68.25,400,0.45739832999771945
MAPK14,CHEMBL3137312,-7.315,3,0.0,0.0,5.0,0,,_selftest,1,0,dasabuvir,DASABUVIR,493.6,4.02,110.3,2.0,5.0,5.0,0.0,12.0,Launched,HCV inhibitor,hepatitis C,False,J05AP09,7.315,55.25,400,0.19111337548924692
MAPK14,CHEMBL2364608,-8.22,3,0.0,0.0,5.0,0,,_selftest,1,0,doravirine,DORAVIRINE,425.8,2.65,105.7,1.0,5.0,4.0,0.0,10.0,Launched,non-nucleoside reverse transcriptase inhibitor,,False,J05AG06,8.22,82.5,400,0.9418544466112654
MAPK14,CHEMBL1200734,-7.073,3,0.0,0.0,5.0,0,,_selftest,1,0,fosamprenavir calcium,FOSAMPRENAVIR CALCIUM,583.6,1.26,183.4,2.0,10.0,13.0,-2.0,30.0,,,,False,,7.073,49.5,400,-0.009637275573215386
MAPK14,CHEMBL1201011,-7.389,3,0.0,0.0,5.0,0,,_selftest,1,0,quinapril hydrochloride,QUINAPRIL HYDROCHLORIDE,438.5,2.57,95.9,2.0,5.0,9.0,0.0,24.0,,,,False,,7.389,58.75,400,0.25249993821082617
MAPK14,CHEMBL1698,-7.118,3,0.0,0.0,5.0,0,,_selftest,1,0,bupropion hydrochloride,BUPROPION HYDROCHLORIDE,239.7,3.3,29.1,1.0,2.0,3.0,0.0,8.0,,,,False,,7.118,50.5,400,0.027692390946663915
MAPK14,CHEMBL1200358,-9.655,3,0.0,0.0,5.0,0,,_selftest,1,0,sodium phenylacetate,SODIUM PHENYLACETATE,135.1,-0.02,40.1,0.0,2.0,2.0,-1.0,4.0,,,,False,,9.655,98.5,400,2.132256034522973
MAPK14,CHEMBL752,-7.341,3,0.0,0.0,5.0,0,,_selftest,1,0,adenosine phosphate,ADENOSINE PHOSPHATE,347.2,-1.86,186.1,5.0,9.0,4.0,0.0,18.0,,,,False,,7.341,56.375,400,0.21268162725628817
MAPK14,CHEMBL1201168,-6.613,3,0.0,0.0,5.0,0,,_selftest,1,0,isocarboxazid,ISOCARBOXAZID,231.3,1.42,67.2,2.0,4.0,4.0,0.0,8.0,Launched,monoamine oxidase inhibitor,depression,False,N06AF01,6.613,35.0,400,-0.39122942222087104
MAPK14,CHEMBL40,-8.501,3,0.0,0.0,5.0,0,,_selftest,1,0,phenobarbital,PHENOBARBITAL,232.2,0.7,75.3,2.0,3.0,2.0,0.0,4.0,,,,False,N03AA02,8.501,87.75,400,1.1749574753242888
MAPK14,CHEMBL713,-7.688,3,0.0,0.0,5.0,0,,_selftest,1,0,entecavir anhydrous,ENTECAVIR ANHYDROUS,277.3,-0.83,130.0,4.0,6.0,2.0,0.0,8.0,,,,False,,7.688,69.75,400,0.500534833531802
MAPK14,CHEMBL1447476,-7.521,3,0.0,0.0,5.0,0,,_selftest,1,0,bithionolate sodium,BITHIONOLATE SODIUM,354.0,4.6,46.1,0.0,3.0,2.0,-2.0,4.0,,,,False,,7.521,64.0,400,0.36200029333580536
MAPK14,CHEMBL1200379,-5.143,3,0.0,0.0,5.0,0,,_selftest,1,0,apraclonidine hydrochloride,APRACLONIDINE HYDROCHLORIDE,245.1,1.76,62.4,3.0,2.0,1.0,0.0,4.0,,,,False,,5.143,7.000000000000001,400,-1.6106651952035973
MAPK14,CHEMBL6068337,-6.115,3,0.0,0.0,5.0,0,,_selftest,1,0,lenalidomide hydrochloride monohydrate,LENALIDOMIDE HYDROCHLORIDE MONOHYDRATE,259.3,0.03,92.5,2.0,4.0,1.0,0.0,4.0,,,,False,,6.115,20.0,400,-0.8043443983742028
MAPK14,CHEMBL1089,-4.672,3,0.0,0.0,5.0,0,,_selftest,1,0,phenelzine,PHENELZINE,136.2,0.69,38.0,2.0,2.0,3.0,0.0,8.0,Launched,monoamine oxidase inhibitor,depression,False,N06AF03,4.672,3.25,400,-2.0013823714450014
MAPK14,CHEMBL434,-7.255,3,0.0,0.0,5.0,0,,_selftest,1,0,isoproterenol,ISOPROTERENOL,211.3,1.13,72.7,4.0,4.0,4.0,0.0,14.0,,,,False,C01CA02;R03CB51;R03AB02;R03CB01,7.255,54.50000000000001,400,0.14134048679607406
MAPK14,CHEMBL1201037,-10.373,3,0.0,0.0,5.0,0,,_selftest,1,0,eflornithine hydrochloride,EFLORNITHINE HYDROCHLORIDE,182.2,-0.23,89.3,3.0,3.0,5.0,0.0,16.0,,,,False,,10.373,100.0,400,2.72787160255127
MAPK14,CHEMBL4303232,-6.404,3,0.0,0.0,5.0,0,,_selftest,1,0,cefotiam hydrochloride,CEFOTIAM HYDROCHLORIDE,525.6,-0.65,172.5,3.0,12.0,10.0,0.0,24.0,,,,False,,6.404,28.249999999999996,400,-0.564604984502089
MAPK14,CHEMBL441,-6.199,3,0.0,0.0,5.0,0,,_selftest,1,0,thiopental,THIOPENTAL,242.3,1.35,58.2,2.0,3.0,4.0,0.0,8.0,Launched,GABA receptor antagonist,anesthetic,False,N01AF03;N05CA19,6.199,22.5,400,-0.7346623542037616
MAPK14,CHEMBL90593,-7.711,3,0.0,0.0,5.0,0,,_selftest,1,0,prasterone,PRASTERONE,288.4,3.88,37.3,1.0,2.0,0.0,0.0,2.0,,,,False,A14AA07;G03XX01,7.711,70.5,400,0.5196144408641852
MAPK14,CHEMBL1683590,-6.738,3,0.0,0.0,5.0,0,,_selftest,1,0,eribulin,ERIBULIN,729.9,3.44,146.4,2.0,12.0,4.0,0.0,34.0,Launched,microtubule inhibitor,breast cancer,False,L01XX41,6.738,38.75,400,-0.287535904110095
MAPK14,CHEMBL1149,-6.327,3,0.0,0.0,5.0,0,,_selftest,1,0,levocarnitine,LEVOCARNITINE,161.2,-1.81,60.4,1.0,3.0,4.0,0.0,10.0,Launched,,carnitine deficiency,False,A16AA01,6.327,26.75,400,-0.6284801916583269
MAPK14,CHEMBL915,-8.022,3,0.0,0.0,5.0,0,,_selftest,1,0,nedocromil sodium,NEDOCROMIL SODIUM,369.3,-0.19,132.5,0.0,7.0,5.0,-2.0,10.0,,,,False,,8.022,78.5,400,0.7776039139237958
MAPK14,CHEMBL1200469,-6.804,3,0.0,0.0,5.0,0,,_selftest,1,0,promazine hydrochloride,PROMAZINE HYDROCHLORIDE,284.4,4.24,6.5,0.0,3.0,4.0,0.0,8.0,,,,False,,6.804,40.0,400,-0.23278572654760543
MAPK14,CHEMBL2109882,-6.788,3,0.0,0.0,5.0,0,,_selftest,1,0,trisilicate,TRISILICATE,216.3,-3.74,133.5,4.0,6.0,4.0,0.0,16.0,,,,False,,6.788,39.25,400,-0.24605849686578476
MAPK14,CHEMBL516,-7.727,3,0.0,0.0,5.0,0,,_selftest,1,0,cyproheptadine,CYPROHEPTADINE,287.4,4.7,3.2,0.0,1.0,0.0,0.0,0.0,Launched,histamine receptor antagonist,allergic rhinitis|vasomotor rhinitis|conjunctivitis|urticaria|dermatographism,False,R06AX02,7.727,71.0,400,0.5328872111823646
MAPK14,CHEMBL1201774,-5.285,3,0.0,0.0,5.0,0,,_selftest,1,0,sapropterin,SAPROPTERIN,241.3,-1.7,136.3,6.0,7.0,2.0,0.0,8.0,Launched,phenylalanine 4-hydroxylase stimulant,hyperphenylalaninemia (HPA),False,A16AX07,5.285,8.25,400,-1.4928693586297554
MAPK14,CHEMBL1239,-6.841,3,0.0,0.0,5.0,0,,_selftest,1,0,benzyl benzoate,BENZYL BENZOATE,212.2,3.04,26.3,0.0,2.0,3.0,0.0,8.0,,,,False,P03AX01,6.841,42.0,400,-0.2020924451868158
MAPK14,CHEMBL1200896,-6.599,3,0.0,0.0,5.0,0,,_selftest,1,0,dinoprost tromethamine,DINOPROST TROMETHAMINE,354.5,3.04,98.0,4.0,4.0,12.0,0.0,32.0,,,,False,,6.599,34.25,400,-0.4028430962492781
MAPK14,CHEMBL834,-7.701,3,0.0,0.0,5.0,0,,_selftest,1,0,pamidronic acid,PAMIDRONIC ACID,235.1,-1.66,161.3,6.0,4.0,4.0,0.0,20.0,,,,False,M05BA03,7.701,70.25,400,0.5113189594153226
MAPK14,CHEMBL3655081,-8.076,3,0.0,0.0,5.0,0,,_selftest,1,0,abrocitinib,ABROCITINIB,323.4,1.25,91.0,2.0,5.0,6.0,0.0,12.0,,,,False,D11AH08,8.076,79.75,400,0.8223995137476513
MAPK14,CHEMBL5315055,-4.976,3,0.0,0.0,5.0,0,,_selftest,1,0,nalmefene hydrochloride dihydrate,NALMEFENE HYDROCHLORIDE DIHYDRATE,339.4,2.51,52.9,2.0,4.0,2.0,0.0,8.0,,,,False,,4.976,5.5,400,-1.7491997353995938
MAPK14,CHEMBL1259,-8.304,3,0.0,0.0,5.0,0,,_selftest,1,0,metocurine,METOCURINE,652.8,7.45,55.4,0.0,6.0,4.0,2.0,22.0,Launched,acetylcholine receptor antagonist,muscle relaxant,False,,8.304,84.5,400,1.0115364907817066
MAPK14,CHEMBL1399,-10.245,3,0.0,0.0,5.0,0,,_selftest,1,0,anastrozole,ANASTROZOLE,293.4,2.93,78.3,0.0,4.0,4.0,0.0,8.0,Launched,aromatase inhibitor,breast cancer,False,L02BG03,10.245,99.75,400,2.6216894400058353
MAPK14,CHEMBL1200515,-7.676,3,0.0,0.0,5.0,0,,_selftest,1,0,deserpidine,DESERPIDINE,578.7,4.16,108.6,1.0,9.0,7.0,0.0,18.0,Launched,angiotensin converting enzyme inhibitor,hypertension,False,C02AA05,7.676,69.125,400,0.49058025579316783
MAPK14,CHEMBL3936761,-7.014,3,0.0,0.0,5.0,0,,_selftest,1,0,zanubrutinib,ZANUBRUTINIB,471.6,4.22,102.5,2.0,5.0,6.0,0.0,12.0,Launched,Bruton's tyrosine kinase (BTK) inhibitor,,False,L01EL03,7.014,46.875,400,-0.05858061612150179
MAPK14,CHEMBL1201151,-7.786,3,0.0,0.0,5.0,0,,_selftest,1,0,mestranol,MESTRANOL,310.4,3.92,29.5,1.0,2.0,1.0,0.0,4.0,Launched,estrogen receptor agonist,contraceptive,False,,7.786,72.125,400,0.5818305517306502
MAPK14,CHEMBL446,-7.668,3,0.0,0.0,5.0,0,,_selftest,1,0,sulfamethazine,SULFAMETHAZINE,278.3,1.48,98.0,2.0,5.0,3.0,0.0,8.0,Launched,PABA antagonist,enteritis,False,J01EB03,7.668,68.75,400,0.4839438706340781
MAPK14,CHEMBL1311,-8.572,3,0.0,0.0,5.0,0,,_selftest,1,0,isosorbide mononitrate,ISOSORBIDE MONONITRATE,191.1,-1.28,91.1,1.0,6.0,2.0,0.0,6.0,,,,False,C01DA14,8.572,89.5,400,1.2338553936112093
MAPK14,CHEMBL3545185,-8.475,3,0.0,0.0,5.0,0,,_selftest,1,0,selinexor,SELINEXOR,443.3,3.39,97.6,2.0,6.0,5.0,0.0,14.0,Launched,exportin antagonist,multiple myeloma,False,L01XX66,8.475,87.5,400,1.1533892235572476
MAPK14,CHEMBL1200724,-7.597,3,0.0,0.0,5.0,0,,_selftest,1,0,pseudoephedrine hydrochloride,PSEUDOEPHEDRINE HYDROCHLORIDE,165.2,1.33,32.3,2.0,2.0,3.0,0.0,8.0,,,,False,,7.597,66.5,400,0.4250459523471576
MAPK14,CHEMBL3545367,-5.812,3,0.0,0.0,5.0,0,,_selftest,1,0,lemborexant,LEMBOREXANT,410.4,3.74,77.0,1.0,5.0,6.0,0.0,12.0,Launched,orexin receptor antagonist,,False,N05CJ02,5.812,15.0,400,-1.0556974862747237
MAPK14,CHEMBL1200678,-7.621,3,0.0,0.0,5.0,0,,_selftest,1,0,atazanavir sulfate,ATAZANAVIR SULFATE,704.9,4.21,171.2,5.0,9.0,14.0,0.0,38.0,,,,False,,7.621,67.5,400,0.4449551078244266
MAPK14,CHEMBL4297211,-9.289,3,0.0,0.0,5.0,0,,_selftest,1,0,cefiderocol sulfate tosylate,CEFIDEROCOL SULFATE TOSYLATE,753.2,1.15,254.1,7.0,13.0,13.0,1.0,36.0,,,,False,,9.289,97.25,400,1.828641413494621
MAPK14,CHEMBL3989859,-8.271,3,0.0,0.0,5.0,0,,_selftest,1,0,tocopherol acetate,TOCOPHEROL ACETATE,472.8,9.06,35.5,0.0,3.0,13.0,0.0,28.0,,,,False,,8.271,83.875,400,0.9841614020004621
MAPK14,CHEMBL1256,-8.383,3,0.0,0.0,5.0,0,,_selftest,1,0,isoflurane,ISOFLURANE,184.5,2.35,9.2,0.0,1.0,2.0,0.0,6.0,Launched,inhaled anaesthetic,general anaesthetic,False,N01AB06,8.383,86.0,400,1.077070794227716
MAPK14,CHEMBL152684,-6.704,3,0.0,0.0,5.0,0,,_selftest,1,0,beclobrate,BECLOBRATE,346.9,5.04,35.5,0.0,3.0,7.0,0.0,16.0,,,,False,,6.704,38.0,400,-0.3157405410362267
MAPK14,CHEMBL1200845,-6.33,3,0.0,0.0,5.0,0,,_selftest,1,0,halcinonide,HALCINONIDE,455.0,3.89,72.8,1.0,5.0,2.0,0.0,6.0,Launched,glucocorticoid receptor agonist,corticosteroid-responsive dermatoses,False,D07AD02,6.33,27.0,400,-0.6259915472236681
MAPK14,CHEMBL218394,-8.022,3,0.0,0.0,5.0,0,,_selftest,1,0,boceprevir,BOCEPREVIR,519.7,1.71,150.7,4.0,5.0,8.0,0.0,22.0,Launched,HCV inhibitor,hepatitis C,False,J05AP03,8.022,78.5,400,0.7776039139237958
SERPINE1,CHEMBL2,-8.138,3,0.0,0.0,5.0,0,,_selftest,1,0,prazosin,PRAZOSIN,383.4,1.78,107.0,1.0,8.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,hypertension,False,C02CA01,8.138,81.875,400,0.9083124139966203
SERPINE1,CHEMBL442,-4.704,3,0.0,0.0,5.0,0,,_selftest,1,0,ergotamine,ERGOTAMINE,581.7,1.99,118.2,3.0,6.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,migraine headache,False,N02CA72;N02CA02;N02CA52,4.704,2.75,400,-2.005203730013874
SERPINE1,CHEMBL42,-7.223,3,0.0,0.0,5.0,0,,_selftest,1,0,clozapine,CLOZAPINE,326.8,3.72,30.9,1.0,4.0,0.0,0.0,0.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia,False,N05AH02,7.223,58.5,400,0.13199695920058002
SERPINE1,CHEMBL445,-9.545,3,0.0,0.0,5.0,0,,_selftest,1,0,nortriptyline,NORTRIPTYLINE,263.4,3.83,12.0,1.0,1.0,3.0,0.0,14.0,Launched,tricyclic antidepressant,depression,True,N06AA10,9.545,98.25,400,2.1020565067813513
SERPINE1,CHEMBL459,-5.746,3,0.0,0.0,5.0,0,,_selftest,1,0,methyldopa,METHYLDOPA,211.2,0.44,103.8,4.0,4.0,3.0,0.0,14.0,Launched,adrenergic receptor agonist,hypertension,False,C02AB01,5.746,11.0,400,-1.1211373869565249
SERPINE1,CHEMBL71,-7.87,3,0.0,0.0,5.0,0,,_selftest,1,0,chlorpromazine,CHLORPROMAZINE,318.9,4.89,6.5,0.0,3.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist,schizophrenia|nausea|vomiting|acute intermittent porphyria (AIP)|tetanus,False,N05AA01,7.87,76.125,400,0.680932586799529
SERPINE1,CHEMBL72,-8.579,3,0.0,0.0,5.0,0,,_selftest,1,0,desipramine,DESIPRAMINE,266.4,3.53,15.3,1.0,2.0,4.0,0.0,16.0,Launched,tricyclic antidepressant,depression,False,N06AA01,8.579,91.25,400,1.2824710102425814
SERPINE1,CHEMBL493,-6.421,3,0.0,0.0,5.0,0,,_selftest,1,0,bromocriptine,BROMOCRIPTINE,654.6,3.19,118.2,3.0,6.0,5.0,0.0,12.0,Launched,dopamine receptor agonist,hyperprolactinemia|Parkinson's Disease|acromegaly,False,G02CB01;N04BC01,6.421,27.0,400,-0.5484456580086265
SERPINE1,CHEMBL85,-6.343,3,0.0,0.0,5.0,0,,_selftest,1,0,risperidone,RISPERIDONE,410.5,3.59,64.2,0.0,5.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia|bipolar disorder|irritability,False,N05AX08,6.343,25.5,400,-0.6146233689092728
SERPINE1,CHEMBL531,-7.276,3,0.0,0.0,5.0,0,,_selftest,1,0,pergolide,PERGOLIDE,314.5,4.27,19.0,1.0,2.0,4.0,0.0,8.0,Withdrawn,dopamine receptor agonist,,False,N04BC02,7.276,60.0,400,0.17696386532537792
SERPINE1,CHEMBL589,-5.775,3,0.0,0.0,5.0,0,,_selftest,1,0,ropinirole,ROPINIROLE,260.4,2.85,32.3,1.0,2.0,7.0,0.0,14.0,Launched,dopamine receptor agonist,Parkinson's Disease|restless leg syndrome,False,N04BC04,5.775,12.5,400,-1.0965328534165413
SERPINE1,CHEMBL597,-2.447,3,0.0,0.0,5.0,0,,_selftest,1,0,phentolamine,PHENTOLAMINE,281.4,2.84,47.9,2.0,4.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,pheochromocytoma|hypertension,False,C04AB01;V03AB36,2.447,0.25,400,-3.9201151851774396
